arquivo_origem;data_extracao;numero_ata;numero_controle_pncp_ata;numero_controle_pncp_compra;id_compra;numero_item;numero_compra;ano_compra;modalidade_codigo;modalidade_nome;uasg_codigo;uasg_nome;codigo_item;codigo_pdm;nome_pdm;tipo_item;descricao_item;fornecedor_cnpj;fornecedor_nome;classificacao_fornecedor;situacao_sicaf;quantidade_homologada_item;quantidade_homologada_vencedor;quantidade_empenhada;maximo_adesao;valor_unitario;valor_total;percentual_maior_desconto;data_assinatura;data_vigencia_inicial;data_vigencia_final;item_excluido;data_inclusao;data_atualizacao
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00011;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra finais de semana e feriados, Ca mpus Campo Grande.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;72,00;72,00;0,00;144,00;36,54;2630,88;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00012;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Diária no país, Campus Campo Grande.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;72,00;72,00;0,00;144,00;319,99;23039,28;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00013;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, categoria D, Campus Corumbá.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;12,00;12,00;0,00;24,00;5027,33;60327,96;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00014;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra Diurna, Campus Corumbá;08720790000191;POLO ADMINISTRACAO LTDA;001;1;96,00;96,00;0,00;192,00;27,41;2631,36;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00015;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra noturna, Campus Corumbá.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;24,00;24,00;0,00;48,00;36,53;876,72;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00016;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra finais de semana e feriados, Ca mpus Corumbá;08720790000191;POLO ADMINISTRACAO LTDA;001;1;24,00;24,00;0,00;48,00;42,28;1014,72;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00017;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Diária no país, Campus Corumbá.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;36,00;36,00;0,00;72,00;319,99;11519,64;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00018;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, categoria D, Campus Coxim.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;12,00;12,00;0,00;24,00;5027,04;60324,48;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00019;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra Diurna, Campus Coxim;08720790000191;POLO ADMINISTRACAO LTDA;001;1;240,00;240,00;0,00;480,00;27,41;6578,40;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00020;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra noturna, Campus Coxim.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;120,00;120,00;0,00;240,00;36,55;4386,00;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00021;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra finais de semana e feriados, Ca mpus Coxim.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;48,00;48,00;0,00;96,00;42,29;2029,92;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00022;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Diária no país, Campus Coxim.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;72,00;72,00;0,00;144,00;319,99;23039,28;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00023;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, categoria D, Campus Dourados.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;12,00;12,00;0,00;24,00;4976,37;59716,44;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00024;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra Diurna, Campus Dourados.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;120,00;120,00;0,00;240,00;27,41;3289,20;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00025;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra noturna, Campus Dourados.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;12,00;12,00;0,00;24,00;36,55;438,60;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00026;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra finais de semana e feriados, Ca mpus Dourados.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;48,00;48,00;0,00;96,00;42,29;2029,92;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00027;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Diária no país, Campus Dourados.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;96,00;96,00;0,00;192,00;319,99;30719,04;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00028;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, categoria D, Campus Jardim;08720790000191;POLO ADMINISTRACAO LTDA;001;1;12,00;12,00;0,00;24,00;5027,80;60333,60;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00029;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra Diurna, Campus Jardim.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;180,00;180,00;0,00;360,00;27,41;4933,80;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00030;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra noturna, Campus Jardim;08720790000191;POLO ADMINISTRACAO LTDA;001;1;72,00;72,00;0,00;144,00;36,53;2630,16;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00031;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra finais de semana e feriados, Ca mpus Jardim.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;48,00;48,00;0,00;96,00;42,29;2029,92;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00032;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Diária no país, Campus Jardim.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;84,00;84,00;0,00;168,00;319,99;26879,16;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00033;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, categoria D, Campus Naviraí.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;12,00;12,00;0,00;24,00;5039,12;60469,44;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00034;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra Diurna, campus Naviraí;08720790000191;POLO ADMINISTRACAO LTDA;001;1;240,00;240,00;0,00;480,00;27,41;6578,40;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00035;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra noturna, Campus Naviraí.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;120,00;120,00;0,00;240,00;36,55;4386,00;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00036;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra finais de semana e feriados, Ca mpus Navirai.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;48,00;48,00;0,00;96,00;42,29;2029,92;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00037;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Diária no país, Campus Navrai.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;72,00;72,00;0,00;144,00;319,99;23039,28;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00038;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Motorista categoria D, Campus Nova Andradi na.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;12,00;12,00;0,00;24,00;5027,47;60329,64;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00039;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra Diurna, Campus Nova Andradina.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;240,00;240,00;0,00;480,00;27,41;6578,40;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00040;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra noturna, Campus Nova Andradina.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;48,00;48,00;0,00;96,00;36,55;1754,40;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00041;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra finais de semana e feriados, Ca mpus Nova Andradina.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;48,00;48,00;0,00;96,00;42,29;2029,92;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00042;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Diária no país, Nova Andradina.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;96,00;96,00;0,00;192,00;319,99;30719,04;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00043;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, categoria D, Campus Ponta Porã.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;12,00;12,00;0,00;24,00;5027,54;60330,48;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00044;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra Diurna , Campus Ponta Porã.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;240,00;240,00;0,00;480,00;27,41;6578,40;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00045;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra noturna, Campus Ponta Porã.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;144,00;144,00;0,00;288,00;36,55;5263,20;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00046;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra finais de semana e feriados, Ca mpus Ponta Porã.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;144,00;144,00;0,00;288,00;42,29;6089,76;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00047;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Diária no país, Campus Ponta Porã.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;120,00;120,00;0,00;240,00;319,99;38398,80;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00048;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, categoria D, Campus Tres Lagoas.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;12,00;12,00;0,00;24,00;5019,50;60234,00;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
atas_itens_RT_2024_p1.json;2026-07-29 14:27:28;00010/2024;10673078000120-1-000002/2024-000001;10673078000120-1-000002/2024;15813205900082024;00049;90008;2024;05;Pregão;158132;INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL;15008;;;Serviço;Prestação de Serviços de Motorista, Hora extra Diurna, Campus Tres Lagoas.;08720790000191;POLO ADMINISTRACAO LTDA;001;1;264,00;264,00;0,00;528,00;27,41;7236,24;0,00;15/03/2024;16/03/2024;16/03/2025;Não;15/03/2024;15/03/2024
